winery,winename,country,region,rating,numberOfRatings,wineHtmlLink
Castello di Ama,Chianti Classico 2014,Italy,Chianti Classico,3.7,1383,https://www.vivino.com/castello-di-ama-spa-chianti-classico/w/89884?year=2014&price_id=7271016
Château La Tour de By,Médoc 2011,France,Médoc,3.7,1145,https://www.vivino.com/chateau-la-tour-de-by-medoc/w/779475?year=2011&price_id=8267499
Château Caronne Ste. Gemme,Haut-Médoc 2010,France,Haut-Médoc,3.7,1112,https://www.vivino.com/chateau-caronne-ste-gemme-haut-medoc/w/84852?year=2010&price_id=6623461
Cecchi,Chianti Classico Riserva di Famiglia 2013,Italy,Chianti Classico,3.7,997,https://www.vivino.com/casa-vinicola-luigi-cecchi-e-figli-chianti-classico-riserva-di-famiglia/w/1137292?year=2013&price_id=21437259
Rutherford Ranch,Two Range Red 2015,United States,Napa Valley,3.7,956,https://www.vivino.com/rutherford-ranch-two-range-red-napa-valley/w/4770191?year=2015&price_id=20802763
Venta Las Vacas,Ribera del Duero 2014,Spain,Ribera del Duero,3.7,912,https://www.vivino.com/venta-las-vacas-ribera-del-duero/w/1206468?year=2014&price_id=21437189
Château Greysac,Médoc 2009,France,Médoc,3.7,902,https://www.vivino.com/chateau-greysac-medoc/w/87740?year=2009&price_id=8053033
Marchesi di Barolo,Barbaresco 2011,Italy,Barbaresco,3.7,869,https://www.vivino.com/marchesi-di-barolo-barbaresco/w/1795?year=2011&price_id=4328646
Château Lanessan,Haut-Médoc 2009,France,Haut-Médoc,3.7,865,https://www.vivino.com/chateau-lanessan-haut-medoc/w/80456?year=2009&price_id=20673604
Château Peyrabon,Haut-Médoc 2010,France,Haut-Médoc,3.7,793,https://www.vivino.com/chateau-peyrabon-haut-medoc/w/97275?year=2010&price_id=4325454
Rodney Strong,Merlot 2012,United States,Sonoma County,3.7,775,https://www.vivino.com/rodney-strong-merlot/w/4216?year=2012&price_id=15988957
The Show,Cabernet Sauvignon 2015,United States,California,3.7,769,https://www.vivino.com/us-the-show-cabernet-sauvignon/w/83652?year=2015&price_id=15043113
The Show,Malbec 2017,Argentina,Mendoza,3.7,766,https://www.vivino.com/us-the-show-malbec/w/1135820?year=2017&price_id=15043101
Prunotto,Occhetti Nebbiolo d'Alba 2015,Italy,Nebbiolo d'Alba,3.7,762,https://www.vivino.com/prunotto-occhetti-nebbiolo-d-alba/w/61094?year=2015&price_id=17096351
Rodney Strong,Estate Knotty Vines Zinfandel 2012,United States,Northern Sonoma,3.7,749,https://www.vivino.com/rodney-strong-estate-knotty-vines-zinfandel/w/1112368?year=2012&price_id=15989023
Château Lagrange,Les Fiefs de Lagrange Saint-Julien 2014,France,Saint-Julien,3.7,734,https://www.vivino.com/chateau-lagrange-les-fiefs-de-lagrange-saint-julien/w/83380?year=2014&price_id=7005824
Ferro13,Nerd Nero D'Avola 2016,Italy,Sicilia,3.7,705,https://www.vivino.com/ferro-13-nerd-nero-d-avola/w/5306686?year=2016&price_id=17077862
Viña Real,Rioja Reserva 2013,Spain,Rioja,3.7,702,https://www.vivino.com/es-vina-real-rioja-reserva/w/2738318?year=2013&price_id=15574704
ColleMassari,Montecucco Rosso Riserva 2012,Italy,Montecucco,3.7,689,https://www.vivino.com/colle-massari-montecucco-rosso-riserva/w/87653?year=2012&price_id=8157616
Santa Carolina,Reserva de Familia Cabernet Sauvignon 2013,Chile,Maipo Valley,3.7,679,https://www.vivino.com/santa-carolina-reserva-de-familia-cabernet-sauvignon/w/8229?year=2013&price_id=15989045
Mas Doix,Les Crestes Priorat 2016,Spain,Priorat,3.7,651,https://www.vivino.com/celler-mas-doix-sl-les-crestes-priorat/w/1126523?year=2016&price_id=15109546
Sebastiani,Sonoma County Pinot Noir 2014,United States,Sonoma Coast,3.7,637,https://www.vivino.com/sebastiani-vineyards-sonoma-county-pinot-noir/w/4436?year=2014&price_id=12637939
Pala,I Fiori Cannonau 2017,Italy,Cannonau di Sardegna,3.7,603,https://www.vivino.com/pala-i-fiori-cannonau/w/1238595?year=2017&price_id=18515201
Santa Carolina,Reserva de Familia Carmenère 2010,Chile,Rapel Valley,3.7,557,https://www.vivino.com/santa-carolina-reserva-de-familia-carmenere/w/8231?year=2010&price_id=2804591
Bersano,Mantico Barbaresco 2013,Italy,Barbaresco,3.7,497,https://www.vivino.com/bersano-vini-spa-mantico-barbaresco/w/71604?year=2013&price_id=21613239
Château Lafon-Rochet,Les Pélerins de Lafon-Rochet Saint-Estèphe 2010,France,Saint-Estèphe,3.7,484,https://www.vivino.com/chateau-lafon-rochet-les-pelerins-de-lafon-rochet-saint-estephe/w/79821?year=2010&price_id=2727778
Tabali,Reserva Especial Pinot Noir 2013,Chile,Limarí Valley,3.7,481,https://www.vivino.com/tabali-reserva-especial-pinot-noir/w/779334?year=2013&price_id=16730293
Mouton Cadet,Réserve Graves Rouge 2016,France,Graves,3.7,471,https://www.vivino.com/mouton-cadet-reserve-graves-rouge/w/4123?year=2016&price_id=21366708
Napa Cellars,Merlot 2014,United States,Napa Valley,3.7,455,https://www.vivino.com/napa-cellars-merlot/w/8405?year=2014&price_id=14377363
Sokol Blosser,Evolution (E) Pinot Noir 2015,United States,Willamette Valley,3.7,451,https://www.vivino.com/sokol-blosser-winery-evolution-e-pinot-noir/w/4628582?year=2015&price_id=11156640
Les Courlandes,Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,3.7,440,https://www.vivino.com/les-courlandes-chateauneuf-du-pape/w/1937763?year=2016&price_id=19567528
Dievole,Chianti Classico 2016,Italy,Chianti Classico,3.7,431,https://www.vivino.com/dievole-chianti-classico-chianti-classico-red-wine-v-hhfep/w/4365029?year=2016&price_id=20991765
Château Cantemerle,Les Allées de Cantemerle Haut-Médoc 2014,France,Haut-Médoc,3.7,419,https://www.vivino.com/chateau-cantemerle-les-allees-de-cantemerle-haut-medoc/w/1127929?year=2014&price_id=20172839
Château Gaudin,Pauillac 2011,France,Pauillac,3.7,393,https://www.vivino.com/gaudin-pauillac/w/1168319?year=2011&price_id=17175269
Bibbiano,Chianti Classico 2016,Italy,Chianti Classico,3.7,392,https://www.vivino.com/tenuta-bibbiano-chianti-classico/w/1137405?year=2016&price_id=17795199
Meerlust,Pinot Noir 2016,South Africa,Stellenbosch,3.7,391,https://www.vivino.com/meerlust-estate-pinot-noir/w/1593939?year=2016&price_id=17007830
Château Belgrave,Haut-Médoc (Grand Cru Classé) 2014,France,Haut-Médoc,3.7,354,https://www.vivino.com/chateau-belgrave-haut-medoc-grand-cru-classe-haut-medoc-red-wine/w/1321228?year=2014&price_id=7005684
Joan d'Anguera,Finca l'Argatà 2016,Spain,Montsant,3.7,349,https://www.vivino.com/joan-d-anguera-finca-l-argata/w/99007?year=2016&price_id=15723359
Cederberg,Merlot - Shiraz 2016,South Africa,Citrusdal Mountain,3.7,338,https://www.vivino.com/cederberg-merlot-shiraz/w/1929378?year=2016&price_id=20587417
Terredora,Aglianico Campania 2016,Italy,Campania,3.7,327,https://www.vivino.com/terredora-di-paolo-aglianico-campania/w/23876?year=2016&price_id=21116728
Damiano Ciolli,Silene Cesanese di Olevano Romano Superiore 2016,Italy,Cesanese di Olevano Romano,3.7,297,https://www.vivino.com/damiano-ciolli-silene-cesanese-di-olevano-romano-superiore/w/1285280?year=2016&price_id=15361046
Château de Fonbel,Saint-Émilion Grand Cru 2006,France,Saint-Émilion Grand Cru,3.7,286,https://www.vivino.com/chateau-de-fonbel-saint-emilion-grand-cru/w/1099450?year=2006&price_id=12710529
Canneto,Vino Nobile di Montepulciano Riserva 2013,Italy,Vino Nobile di Montepulciano,3.7,284,https://www.vivino.com/canneto-vino-nobile-di-montepulciano-riserva/w/77837?year=2013&price_id=18654403
Château Calon-Ségur,La Chapelle de Calon Saint-Estèphe 2011,France,Saint-Estèphe,3.7,284,https://www.vivino.com/chateau-calon-segur-la-chapelle-de-calon-saint-estephe/w/1210685?year=2011&price_id=16630892
Bindella - Tenuta Vallocaia,Vino Nobile di Montepulciano 2015,Italy,Vino Nobile di Montepulciano,3.7,280,https://www.vivino.com/bindella-vino-nobile-di-montepulciano/w/1174291?year=2015&price_id=17648429
Château Sociando-Mallet,Haut-Médoc 2013,France,Haut-Médoc,3.7,271,https://www.vivino.com/chateau-sociando-mallet-haut-medoc/w/1161268?year=2013&price_id=4324949
Château Bourgneuf (Vieux Château Bourgneuf),Pomerol 2007,France,Pomerol,3.7,267,https://www.vivino.com/chateau-bourgneuf-pomerol/w/1101002?year=2007&price_id=3666204
Château Le Boscq,Saint-Estèphe 2014,France,Saint-Estèphe,3.7,266,https://www.vivino.com/chateau-le-boscq-saint-estephe/w/1427885?year=2014&price_id=7005973
Clos Henri Vineyard,Pinot Noir 2013,New Zealand,Marlborough,3.7,263,https://www.vivino.com/clos-henri-pinot-noir/w/1126942?year=2013&price_id=11941156
Famille Perrin,L'Andeol Rasteau 2011,France,Rasteau,3.7,259,https://www.vivino.com/famille-perrin-l-andeol-rasteau/w/1220175?year=2011&price_id=14542010
Louis Latour,Bourgogne Cuvée Latour 2016,France,Bourgogne,3.7,256,https://www.vivino.com/louis-latour-bourgogne-cuvee-latour/w/7225?year=2016&price_id=17038801
Château Tronquoy-Lalande,Saint-Estèphe 2012,France,Saint-Estèphe,3.7,255,https://www.vivino.com/chateau-tronquoy-lalande-saint-estephe/w/1101112?year=2012&price_id=4325242
Château Tour de Pez,Saint-Estèphe 2014,France,Saint-Estèphe,3.7,255,https://www.vivino.com/chateau-tour-de-pez-saint-estephe/w/1127479?year=2014&price_id=7006101
Château Corbin,Montagne-Saint-Émilion 2015,France,Montagne-Saint-Émilion,3.7,245,https://www.vivino.com/chateau-corbin-montagne-saint-emilion/w/1258945?year=2015&price_id=21454746
Mas de Libian,Khayyâm 2017,France,Côtes-du-Rhône,3.7,243,https://www.vivino.com/mas-de-libian-khayyam/w/19319?year=2017&price_id=21263694
Terres Dorées,Morgon Côte du Py - Javernières 2017,France,Morgon,3.7,242,https://www.vivino.com/terres-dorees-morgon-cote-du-py-javernieres/w/5199584?year=2017&price_id=17651716
Château Tanunda,Grand Barossa Cabernet Sauvignon 2016,Australia,Barossa,3.7,235,https://www.vivino.com/tanunda-grand-barossa-cabernet-sauvignon/w/96149?year=2016&price_id=21546371
Volpaia,Chianti Classico 2009,Italy,Chianti Classico,3.7,235,https://www.vivino.com/volpaia-chianti-classico/w/33724?year=2009&price_id=15467000
Louis Jadot,Beaujolais-Villages Primeur 2016,France,Beaujolais-Villages,3.7,233,https://www.vivino.com/louis-jadot-beaujolais-villages-primeur/w/2787?year=2016&price_id=14650452
Château du Tailhas,Pomerol 2013,France,Pomerol,3.7,231,https://www.vivino.com/tailhas-pomerol/w/1142423?year=2013&price_id=21554243
Noelia Ricci,Godenza Sangiovese Superiore 2015,Italy,Romagna,3.7,219,https://www.vivino.com/noelia-ricci-soc-godenza-sangiovese-superiore/w/2803053?year=2015&price_id=18024048
Le Potazzine,Rosso di Montalcino (Gorelli) 2013,Italy,Rosso di Montalcino,3.7,219,https://www.vivino.com/tenuta-le-potazzine-gorelli-guiseppe-rosso-di-montalcino-gorelli/w/1661295?year=2013&price_id=13025339
Cosse Maisonneuve,La Fage Cahors 2015,France,Cahors,3.7,212,https://www.vivino.com/fr-cosse-maisonneuve-la-fage-cahors/w/1181462?year=2015&price_id=19490604
Sebastiani,North Coast Cabernet Sauvignon 2016,United States,North Coast,3.7,208,https://www.vivino.com/sebastiani-vineyards-north-coast-cabernet-sauvignon/w/5938625?year=2016&price_id=18802431
Marchesi di Barolo,Madonna del Dono Dolcetto d'Alba 2018,Italy,Dolcetto d'Alba,3.7,207,https://www.vivino.com/marchesi-di-barolo-madonna-del-dono-dolcetto-d-alba/w/1792?year=2018&price_id=21567310
Rizzi,Barbaresco Pajorè 2013,Italy,Barbaresco,3.7,193,https://www.vivino.com/rizzi-barbaresco-pajore/w/1152349?year=2013&price_id=12576618
Il Borro,Sangiovese Toscana Polissena 2016,Italy,Toscana,3.7,192,https://www.vivino.com/il-borro-sangiovese-toscana-polissena/w/4950?year=2016&price_id=18345852
Domaine Breton - Catherine & Pierre Breton,Les Galichets 2015,France,Bourgueil,3.7,188,https://www.vivino.com/fr-domaine-breton-les-galichets/w/1812479?year=2015&price_id=13617659
Sebastiani,North Coast Merlot 2016,United States,North Coast,3.7,183,https://www.vivino.com/sebastiani-vineyards-north-coast-merlot/w/7124642?year=2016&price_id=18802442
Château Tronquoy-Lalande,Saint-Estèphe 2011,France,Saint-Estèphe,3.7,181,https://www.vivino.com/chateau-tronquoy-lalande-saint-estephe/w/1101112?year=2011&price_id=4325241
Zuccardi,Q Malbec 2007,Argentina,La Consulta,3.7,170,https://www.vivino.com/zuccardi-q-malbec/w/19429?year=2007&price_id=14650355
Château Chantalouette,Pomerol 2016,France,Pomerol,3.7,151,https://www.vivino.com/chantalouette-pomerol/w/2944?year=2016&price_id=19928807
Pagos de Matanegra,Vendimia Seleccionada Tempranillo 2012,Spain,Ribera del Duero,3.7,151,https://www.vivino.com/pagos-de-matanegra-vendimia-seleccionada-tempranillo/w/1585685?year=2012&price_id=11042538
San Leonardo,Villa Gresti 2013,Italy,Vigneti delle Dolomiti,3.7,151,https://www.vivino.com/san-leonardo-villa-gresti/w/82234?year=2013&price_id=17845441
Birichino,Scylla 2018,United States,California,3.7,145,https://www.vivino.com/birichino-scylla/w/7012429?year=2018&price_id=21054388
Bernard Baudry,Le Clos Guillot Chinon 2016,France,Chinon,3.7,142,https://www.vivino.com/domaine-bernard-baudry-le-clos-guillot-chinon/w/1100706?year=2016&price_id=21054383
Mongeard-Mugneret,Bourgogne Rouge (Pinot Noir) 2017,France,Bourgogne,3.7,139,https://www.vivino.com/mongeard-mugneret-bourgogne-rouge-pinot-noir/w/779354?year=2017&price_id=20449311
Jean-Luc Colombo,Syrah Saint-Joseph Les Lauves 2015,France,Saint-Joseph,3.7,135,https://www.vivino.com/jean-luc-colombo-syrah-saint-joseph-les-lauves/w/1882372?year=2015&price_id=7103509
Jean-Luc Colombo,Syrah Saint-Joseph Les Lauves 2016,France,Saint-Joseph,3.7,132,https://www.vivino.com/jean-luc-colombo-syrah-saint-joseph-les-lauves/w/1882372?year=2016&price_id=13962927
Jean Leon,Merlot Penedès Vinya Palau 2012,Spain,Penedès,3.7,130,https://www.vivino.com/jean-leon-merlot-penedes-vinya-palau/w/11309?year=2012&price_id=14547418
Château Clauzet,Saint-Estèphe 2006,France,Saint-Estèphe,3.7,129,https://www.vivino.com/clauzet-saint-estephe/w/1161265?year=2006&price_id=15787796
Fontanafredda,Dolcetto di Diano d’Alba La Lepre 2010,Italy,Dolcetto di Diano d'Alba,3.7,127,https://www.vivino.com/fontanafredda-dolcetto-di-diano-d-alba-la-lepre/w/1189450?year=2010&price_id=2873696
Château de Ferrand,Saint-Émilion Grand Cru (Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,3.7,124,https://www.vivino.com/chateau-de-ferrand-saint-emilion-grand-cru-grand-cru-classe/w/16566?year=2013&price_id=14109429
Domaine Georges Vernay,Terres d'Encre Saint-Joseph 2013,France,Saint-Joseph,3.7,119,https://www.vivino.com/fr-domaine-georges-vernay-terres-d-encre-saint-joseph/w/1241650?year=2013&price_id=4327950
Longview Vineyard,Satvrnvs Nebbiolo 2014,Australia,Adelaide Hills,3.7,116,https://www.vivino.com/longview-vineyard-saturnus-riserva-nebbiolo/w/1204344?year=2014&price_id=12776303
Tardieu-Laurent,Crozes-Hermitage Vieilles Vignes 2016,France,Crozes-Hermitage,3.7,115,https://www.vivino.com/tardieu-laurent-crozes-hermitage-vieilles-vignes/w/77519?year=2016&price_id=12376849
Christophe Peyrus,Pic St.Loup 2015,France,Pic-Saint-Loup,3.7,113,https://www.vivino.com/christophe-peyrus-pic-st-loup/w/2704014?year=2015&price_id=14955758
Domaine Frédéric Esmonin,Gevrey-Chambertin 1er Cru 'Clos Prieur' 2015,France,Gevrey-Chambertin 1er Cru 'Clos Prieur',3.7,112,https://www.vivino.com/frederic-esmonin-gevrey-chambertin-1er-cru-clos-prieur/w/1145671?year=2015&price_id=10263648
Coltibuono,Chianti Classico 2006,Italy,Chianti Classico,3.7,107,https://www.vivino.com/badia-a-coltibuono-chianti-classico/w/6279?year=2006&price_id=14541483
Marc Kreydenweiss,Perrières 2015,France,Costières-de-Nîmes,3.7,104,https://www.vivino.com/marc-kreydenweiss-perrieres/w/1605217?year=2015&price_id=13381808
Cos d'Estournel,Goulée by Cos d’Estournel 2016,France,Médoc,3.7,104,https://www.vivino.com/cos-d-estournel-goulee-by-cos-d-estournel/w/74354?year=2016&price_id=19814632
Pira Luigi,Barbera d'Alba 2017,Italy,Barbera d'Alba,3.7,96,https://www.vivino.com/luigi-pira-barbera-d-alba/w/1679157?year=2017&price_id=20586533
Schloss Gobelsburg,Pinot Noir Reserve 2015,Austria,Niederösterreich,3.7,89,https://www.vivino.com/schloss-gobelsburg-pinot-noir-reserve/w/3819289?year=2015&price_id=18221599
Henri Bourgeois,Sancerre Rouge La Bourgeoise 2013,France,Sancerre,3.7,88,https://www.vivino.com/henri-bourgeois-sancerre-rouge-la-bourgeoise/w/17679?year=2013&price_id=5151960
Duette,Premium Pinot Noir 2008,Chile,Casablanca Valley,3.7,85,https://www.vivino.com/duette-premium-pinot-noir/w/1157382?year=2008&price_id=2895043
Château de Marsannay,Les Echezots Marsannay 2014,France,Marsannay,3.7,85,https://www.vivino.com/chateau-de-marsannay-les-echezots-marsannay/w/4988741?year=2014&price_id=10276419
Yannick Amirault,Saint Nicolas de Bourgueil La Source 2018,France,Saint-Nicolas-de-Bourgueil,3.7,78,https://www.vivino.com/yannick-amirault-saint-nicolas-de-bourgueil-la-source/w/1574717?year=2018&price_id=21054356
Château La Serre,Saint-Émilion Grand Cru (Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,3.7,77,https://www.vivino.com/chateau-la-serre-saint-emilion-grand-cru-grand-cru-classe/w/1205678?year=2013&price_id=16532059
Raats,Red Jasper 2017,South Africa,Stellenbosch,3.7,76,https://www.vivino.com/raats-red-jasper/w/1420290?year=2017&price_id=20908003
Scarpa,La Bogliona Barbera d'Asti 1996,Italy,Barbera d'Asti,3.7,76,https://www.vivino.com/scarpa-la-bogliona-barbera-d-asti/w/1149569?year=1996&price_id=19486988
Romanelli,Montefalco Rosso 2015,Italy,Montefalco,3.7,76,https://www.vivino.com/romanelli-montefalco-rosso/w/1246273?year=2015&price_id=21116735
Remoissenet Père & Fils,Bourgogne Renommée Rouge 2017,France,Bourgogne,3.7,75,https://www.vivino.com/remoissenet-pere-fils-bourgogne-renommee-rouge/w/1207845?year=2017&price_id=19490582
M. Marengo,Valmaggiore Nebbiolo d'Alba 2015,Italy,Nebbiolo d'Alba,3.7,73,https://www.vivino.com/m-marengo-valmaggiore-nebbiolo-d-alba/w/1103293?year=2015&price_id=18685449
Čotar,Merlot 2007,Slovenia,Primorje,3.7,73,https://www.vivino.com/cotar-merlot/w/1217004?year=2007&price_id=15989620
Akitu,A1 Pinot Noir 2013,New Zealand,Central Otago,3.7,73,https://www.vivino.com/akitu-a1-pinot-noir/w/2441524?year=2013&price_id=20620359
Château Brillette,Haut Brillette Moulis-en-Médoc 2009,France,Moulis-en-Médoc,3.7,72,https://www.vivino.com/brillette-haut-brillette-moulis-en-medoc/w/1200882?year=2009&price_id=17319145
Château Saint Rémy,Fronsac 2010,France,Fronsac,3.7,72,https://www.vivino.com/fr-saint-remy-fronsac/w/1855794?year=2010&price_id=10169980
Bodega Cerrón,El Sentido de la Vida 2015,Spain,Castilla,3.7,69,https://www.vivino.com/bodega-cerron-el-sentido-de-la-vida/w/1801956?year=2015&price_id=17992595
Domaine Lécheneaut,Bourgogne Hautes-Côtes de Nuits 2015,France,Bourgogne Hautes-Côtes de Nuits,3.7,68,https://www.vivino.com/fernand-lecheneaut-et-fils-bourgogne-hautes-cotes-de-nuits/w/1128213?year=2015&price_id=15599009
Wither Hills,Taylor River Pinot Noir 2016,New Zealand,Marlborough,3.7,68,https://www.vivino.com/wither-hills-taylor-river-pinot-noir/w/2961819?year=2016&price_id=21437116
Château Cantemerle,Haut-Médoc (Grand Cru Classé) 2017,France,Haut-Médoc,3.7,66,https://www.vivino.com/chateau-cantemerle-haut-medoc-grand-cru-classe/w/13793?year=2017&price_id=15764312
Château Chasse-Spleen,Château Gressier Grand Poujeaux Moulis-en-Médoc 1996,France,Moulis-en-Médoc,3.7,59,https://www.vivino.com/chateau-chasse-spleen-chateau-gressier-grand-poujeaux-moulis-en-medoc/w/3356015?year=1996&price_id=12809895
Grosjean,Vigne Rovettaz Fumin 2014,Italy,Valle d'Aosta,3.7,59,https://www.vivino.com/grosjean-vigne-rovettaz-fumin/w/2901807?year=2014&price_id=18648951
A.F. Gros,Moulin-à-Vent en Mortperay 2017,France,Moulin-à-Vent,3.7,58,https://www.vivino.com/domaine-a-f-gros-moulin-a-vent-en-mortperay/w/6900454?year=2017&price_id=21376228
Abbaye de Fontfroide,Déo Gratias Rouge 2016,France,Corbières,3.7,57,https://www.vivino.com/abbaye-de-fontfroide-deo-gratias-rouge/w/1309875?year=2016&price_id=21561613
Framingham,Pinot Noir 2010,New Zealand,Marlborough,3.7,55,https://www.vivino.com/framingham-pinot-noir/w/1123136?year=2010&price_id=2895316
Dashe,Les Enfants Terribles Grenache 2016,United States,Dry Creek Valley,3.7,55,https://www.vivino.com/us-dashe-les-enfants-terribles-grenache/w/4240908?year=2016&price_id=16619654
Gibbston Valley,Pinot Noir 2015,New Zealand,Central Otago,3.7,55,https://www.vivino.com/gibbston-valley-pinot-noir/w/1142375?year=2015&price_id=11070490
Château Lespault Martillac,Pessac-Léognan 2013,France,Pessac-Léognan,3.7,55,https://www.vivino.com/lespault-martillac-pessac-leognan/w/1690773?year=2013&price_id=8026887
Château Coufran,Haut-Médoc 1996,France,Haut-Médoc,3.7,54,https://www.vivino.com/chateau-coufran-haut-medoc/w/67864?year=1996&price_id=48143
Pira Luigi,Barolo Serralunga 2016,Italy,Barolo,3.7,53,https://www.vivino.com/luigi-pira-barolo-serralunga/w/1943620?year=2016&price_id=21557885
Angove,Family Crest Grenache - Shiraz - Mourvedre 2017,Australia,McLaren Vale,3.7,53,https://www.vivino.com/angoves-family-crest-grenache-shiraz-mourvedre/w/2184069?year=2017&price_id=17260773
Closeries des Moussis,Haut-Médoc 2016,France,Haut-Médoc,3.7,52,https://www.vivino.com/moussis-haut-medoc/w/1912419?year=2016&price_id=19849073
Mas del Périé - Fabien Jouves,La Roque 2017,France,Cahors,3.7,51,https://www.vivino.com/mas-del-perie-fabien-jouves-la-roque/w/2195194?year=2017&price_id=19490583
Julien Meyer,Les Pierres Chaudes Pinot Noir 2015,France,Alsace,3.7,50,https://www.vivino.com/julien-meyer-les-pierres-chaudes-pinot-noir/w/1202914?year=2015&price_id=20988988
Matassa,El Sarrat 2016,France,Côtes Catalanes,3.7,50,https://www.vivino.com/matassa-el-sarrat/w/1212100?year=2016&price_id=17540244
Château Labégorce,Margaux 2017,France,Margaux,3.7,49,https://www.vivino.com/chateau-labegorce-margaux/w/91020?year=2017&price_id=15566775
Paternoster,Don Anselmo 2015,Italy,Aglianico del Vulture,3.7,48,https://www.vivino.com/paternoster-wines-don-anselmo/w/1941488?year=2015&price_id=19666072
Millaman,Limited Reserve Barrel Aged Zinfandel 2015,Chile,Maipo Valley,3.7,45,https://www.vivino.com/millaman-limited-reserve-barrel-aged-zinfandel/w/1957027?year=2015&price_id=18435316
Domaine Berthaut-Gerbet,Fixin Les Crais 2011,France,Fixin,3.7,45,https://www.vivino.com/vincent-et-denis-berthaut-fixin-les-crais/w/1256454?year=2011&price_id=14376656
Balbas,Ribera del Duero Crianza 2016,Spain,Ribera del Duero,3.7,42,https://www.vivino.com/balbas-ribera-del-duero-crianza/w/2421812?year=2016&price_id=19467524
Rutherford Ranch,Merlot 2017,United States,Napa Valley,3.7,42,https://www.vivino.com/rutherford-ranch-merlot/w/1445913?year=2017&price_id=20854499
Beringer,Napa Valley Merlot 2005,United States,Napa Valley,3.7,41,https://www.vivino.com/beringer-vineyards-napa-valley-merlot/w/1239776?year=2005&price_id=2754185
Domaine du Clos des Fées,Images Derisoires 2013,France,Côtes Catalanes,3.7,40,https://www.vivino.com/le-clos-des-fees-images-derisoires/w/1518360?year=2013&price_id=7018393
Ugo Lequio,Vigna Gallina Barbera d'Alba Superiore 2012,Italy,Barbera d'Alba,3.7,39,https://www.vivino.com/ugo-lequio-vigna-gallina-barbera-d-alba-superiore/w/2475288?year=2012&price_id=8428893
Terres Dorées,Pisse Vieille Brouilly 2015,France,Brouilly,3.7,37,https://www.vivino.com/terres-dorees-pisse-vieille-brouilly/w/5585080?year=2015&price_id=12854786
Thummerer,Tréfli Vörös Cuvée 2011,Hungary,Eger,3.7,37,https://www.vivino.com/thummerer-trefli-voros-cuvee/w/2668978?year=2011&price_id=9156622
Domaine Denis Bachelet,Bourgogne Pinot Noir 2015,France,Bourgogne,3.7,37,https://www.vivino.com/denis-bachelet-bourgogne-pinot-noir/w/1736488?year=2015&price_id=21605064
Château Sociando-Mallet,La Demoiselle de Sociando-Mallet Haut-Médoc 2000,France,Haut-Médoc,3.7,36,https://www.vivino.com/chateau-sociando-mallet-la-demoiselle-de-sociando-mallet-haut-medoc/w/1183720?year=2000&price_id=20042534
IBY,Chevalier Blaufränkisch 2009,Austria,Burgenland,3.7,35,https://www.vivino.com/iby-rotweingut-gmbh-chevalier-blaufrankisch/w/99714?year=2009&price_id=14541907
Château Croizet-Bages,Pauillac (Grand Cru Classé) 1993,France,Pauillac,3.7,35,https://www.vivino.com/croizet-bages-pauillac-grand-cru-classe/w/1136286?year=1993&price_id=47636
Château Branas Grand Poujeaux,Moulis 2013,France,Moulis-en-Médoc,3.7,34,https://www.vivino.com/chateau-branas-grand-poujeaux-moulis/w/1485134?year=2013&price_id=4325503
Cloof,The Very Sexy Shiraz 2008,South Africa,Darling,3.7,34,https://www.vivino.com/za-cloof-the-very-sexy-shiraz/w/1162934?year=2008&price_id=2895208
Los Frailes,1771 Monastrell 2013,Spain,Valencia,3.7,34,https://www.vivino.com/los-frailes-seventeen-seventyone-monastrell/w/1868123?year=2013&price_id=21329766
Bera,Sassisto Langhe 2007,Italy,Langhe,3.7,31,https://www.vivino.com/bera-sassisto-langhe/w/1157503?year=2007&price_id=2804988
Jean-Michel Alquier,Les Bastides d'Alquier Faugères 2015,France,Faugères,3.7,30,https://www.vivino.com/jean-michel-alquier-les-bastides-d-alquier-faugeres/w/1108714?year=2015&price_id=19351576
Francis Ford Coppola,Diamond Collection Claret (Black Label) 2004,United States,Napa Valley,3.7,30,https://www.vivino.com/francis-ford-coppola-diamond-collection-claret-black-label/w/1307035?year=2004&price_id=2873840
Castello di Cigognola,Per Papà 2012,Italy,Oltrepò Pavese,3.7,29,https://www.vivino.com/cigognola-per-papa/w/5977535?year=2012&price_id=20160020
Smallfry,Schliebs Garden 2015,Australia,Barossa Valley,3.7,28,https://www.vivino.com/smallfry-schliebs-garden/w/2317663?year=2015&price_id=17482092
Château Cos Labory,Saint-Estèphe (Grand Cru Classé) 2017,France,Saint-Estèphe,3.7,28,https://www.vivino.com/chateau-cos-labory-saint-estephe-grand-cru-classe/w/1100250?year=2017&price_id=15658735
Raúl Pérez,Ultreia Valtuille Mencía 2017,Spain,Bierzo,3.7,27,https://www.vivino.com/raul-perez-ultreia-valtuille-mencia/w/1671049?year=2017&price_id=20183663
Tenuta Carretta,Garassino Barbaresco 2015,Italy,Barbaresco,3.7,25,https://www.vivino.com/tenuta-carretta-garassino-barbaresco/w/1473682?year=2015&price_id=20121983
